id,county_id,year,population
4324,541,2017,104658
4325,541,2010,102772
4326,541,2015,104029
4327,541,2014,103449
4328,541,2013,102982
4329,542,2013,9021
4330,542,2010,9240
4331,542,2016,8867
4332,542,2012,9034
4333,542,2014,8894
4334,542,2017,8800
4335,542,2011,9209
4336,542,2015,8899
4337,543,2011,10230
4338,543,2014,9965
4339,543,2010,10508
4340,543,2012,10091
4341,543,2017,9892
4342,543,2013,9930
4343,543,2016,9822
4344,543,2015,9918
4345,544,2012,9480
4346,544,2010,9522
4347,544,2017,8959
4348,544,2016,9048
4349,544,2015,9082
4350,544,2011,9410
4351,544,2014,9283
4352,544,2013,9362
4353,545,2010,21703
4354,545,2016,20719
4355,545,2011,21525
4356,545,2013,21070
4357,545,2015,20701
4358,545,2014,21022
4359,545,2012,21365
4360,545,2017,20533
4361,546,2014,194240
4362,546,2010,185347
4363,546,2015,196740
4364,546,2013,191583
4365,546,2016,198681
4366,546,2017,200381
4367,546,2011,187049
4368,546,2012,189118
4369,547,2013,985734
4370,547,2014,989438
4371,547,2011,966514
4372,547,2015,993716
4373,547,2010,956193
4374,547,2017,988650
4375,547,2016,992761
4376,547,2012,976299
4377,548,2016,88
4378,548,2013,89
4379,548,2015,88
4380,548,2012,89
4381,548,2010,90
4382,548,2014,89
4383,548,2011,90
4384,548,2017,88
4385,549,2015,71387
4386,549,2014,70523
4387,549,2011,67832
4388,549,2010,67199
4389,549,2013,69626
4390,549,2012,68573
4391,549,2017,72159
4392,549,2016,71769
4393,550,2017,166260
4394,550,2012,158693
4395,550,2014,163420
4396,550,2011,156838
4397,550,2013,161006
4398,550,2010,154988
4399,550,2016,165384
4400,550,2015,164389
4401,551,2011,400995
4402,551,2016,444269
4403,551,2017,456849
4404,551,2015,432768
4405,551,2012,408915
4406,551,2010,393446
4407,551,2014,425627
4408,551,2013,416074
4409,552,2016,3949
4410,552,2017,4147
4411,552,2015,3889
4412,552,2012,3907
4413,552,2014,3882
4414,552,2010,3962
4415,552,2013,3863
4416,552,2011,3981
4417,553,2017,85269
4418,553,2013,83410
4419,553,2014,83514
4420,553,2011,83599
4421,553,2012,83724
4422,553,2010,83024
4423,553,2016,84379
4424,553,2015,83992
4425,554,2016,5942
4426,554,2015,5876
4427,554,2012,5890
4428,554,2011,5953
4429,554,2014,5922
4430,554,2010,5969
4431,554,2013,5943
4432,554,2017,6028
4433,555,2011,9170
4434,555,2010,9290
4435,555,2013,9027
4436,555,2017,9184
4437,555,2015,8988
4438,555,2012,9123
4439,555,2014,9029
4440,555,2016,9022
4441,556,2014,45213
4442,556,2017,45927
4443,556,2013,45425
4444,556,2016,45255
4445,556,2012,45517
4446,556,2015,45026
4447,556,2011,45891
4448,556,2010,45768
4449,557,2015,21507
4450,557,2017,22024
4451,557,2014,21388
4452,557,2011,21068
4453,557,2013,21256
4454,557,2016,21741
4455,557,2012,21096
4456,557,2010,21299
4457,558,2014,6778
4458,558,2010,7006
4459,558,2013,6722
4460,558,2016,7088
4461,558,2011,6985
4462,558,2015,6960
4463,558,2017,7290
4464,558,2012,6792
4465,559,2014,41285
4466,559,2015,41565
4467,559,2012,40342
4468,559,2013,40522
4469,559,2017,43560
4470,559,2011,40768
4471,559,2010,40908
4472,559,2016,42343
4473,560,2012,106762
4474,560,2017,114595
4475,560,2011,105786
4476,560,2010,104678
4477,560,2014,108237
4478,560,2015,109804
4479,560,2013,107358
4480,560,2016,112025
4481,561,2017,11922
4482,561,2011,10818
4483,561,2015,11264
4484,561,2014,10941
4485,561,2016,11650
4486,561,2013,10837
4487,561,2010,10999
4488,561,2012,10807
4489,562,2014,2657
4490,562,2015,2565
4491,562,2013,2666
4492,562,2016,2573
4493,562,2017,2602
4494,562,2012,2760
4495,562,2010,2915
4496,562,2011,2833
4497,563,2013,1045
4498,563,2016,1084
4499,563,2015,1071
4500,563,2012,1087
4501,563,2010,1116
4502,563,2017,1102
4503,563,2014,1057
4504,563,2011,1115
4505,564,2011,191315
4506,564,2014,202294
4507,564,2015,206621
4508,564,2016,211111
4509,564,2012,193620
4510,564,2017,216699
4511,564,2010,189366
4512,564,2013,198409
4513,565,2015,6753
4514,565,2012,6760
4515,565,2017,7034
4516,565,2010,6974
4517,565,2013,6804
4518,565,2011,6842
4519,565,2014,6812
4520,565,2016,6906
4521,566,2017,23664
4522,566,2010,23072
4523,566,2015,23460
4524,566,2016,23462
4525,566,2013,23294
4526,566,2014,23478
4527,566,2011,23099
4528,566,2012,23229
4529,567,2011,954
4530,567,2015,874
4531,567,2014,877
4532,567,2013,867
4533,567,2010,980
4534,567,2016,854
4535,567,2012,875
4536,567,2017,873
4537,568,2017,8546
4538,568,2013,8572
4539,568,2014,8508
4540,568,2012,8577
4541,568,2015,8486
4542,568,2016,8555
4543,568,2011,8606
4544,568,2010,8728
4545,569,2017,4172
4546,569,2012,4328
4547,569,2014,4135
4548,569,2010,4358
4549,569,2015,4063
4550,569,2011,4325
4551,569,2016,4109
4552,569,2013,4227
4553,570,2010,27123
4554,570,2012,26270
4555,570,2011,26195
4556,570,2017,26823
4557,570,2014,26220
4558,570,2013,26239
4559,570,2016,26090
4560,570,2015,25790
4561,571,2015,12970
4562,571,2017,13564
4563,571,2013,12800
4564,571,2014,12917
4565,571,2010,12781
4566,571,2012,12798
4567,571,2011,12809
4568,571,2016,13347
4569,572,2017,13094
4570,572,2014,12802
4571,572,2011,13109
4572,572,2016,12888
4573,572,2012,12954
4574,572,2013,12870
4575,572,2015,12792
4576,572,2010,13225
4577,573,2015,16682
4578,573,2010,16688
4579,573,2014,16650
4580,573,2017,17379
4581,573,2012,16625
4582,573,2016,16979
4583,573,2013,16562
4584,573,2011,16679
4585,574,2015,15157
4586,574,2011,15335
4587,574,2016,15094
4588,574,2010,15462
4589,574,2013,15125
4590,574,2017,15124
4591,574,2012,15212
4592,574,2014,15048
4593,575,2013,16246
4594,575,2016,16228
4595,575,2011,16435
4596,575,2010,16309
4597,575,2015,16262
4598,575,2017,16369
4599,575,2012,16438
4600,575,2014,16268
4601,576,2015,27095
4602,576,2016,27807
4603,576,2012,26631
4604,576,2013,26783
4605,576,2014,26921
4606,576,2017,28446
4607,576,2011,26307
4608,576,2010,26220
4609,577,2014,22817
4610,577,2012,22523
4611,577,2017,23627
4612,577,2016,23257
4613,577,2011,22538
4614,577,2015,22870
4615,577,2013,22625
4616,577,2010,22460
4617,578,2011,140881
4618,578,2013,143887
4619,578,2010,138856
4620,578,2016,153144
4621,578,2012,142071
4622,578,2014,146556
4623,578,2017,157637
4624,578,2015,149414
4625,579,2016,38792
4626,579,2015,38661
4627,579,2013,38196
4628,579,2017,39333
4629,579,2010,37252
4630,579,2012,38072
4631,579,2014,38503
4632,579,2011,37806
4633,580,2013,7714
4634,580,2017,7875
4635,580,2010,7952
4636,580,2014,7720
4637,580,2012,7766
4638,580,2011,7983
4639,580,2015,7734
4640,580,2016,7732
4641,581,2014,3810
4642,581,2015,3780
4643,581,2016,3843
4644,581,2013,3802
4645,581,2011,3804
4646,581,2017,3887
4647,581,2012,3819
4648,581,2010,3820
4649,582,2010,5206
4650,582,2015,5283
4651,582,2011,5131
4652,582,2017,5318
4653,582,2014,5310
4654,582,2012,5252
4655,582,2013,5302
4656,582,2016,5267
4657,583,2010,37595
4658,583,2011,37869
4659,583,2015,37877
4660,583,2017,39141
4661,583,2012,37650
4662,583,2013,37516
4663,583,2016,38781
4664,583,2014,37891
4665,584,2012,20106
4666,584,2016,20583
4667,584,2015,20372
4668,584,2013,20299
4669,584,2014,20257
4670,584,2011,20210
4671,584,2017,20729
4672,584,2010,20091
4673,585,2010,39319
4674,585,2013,39788
4675,585,2012,39492
4676,585,2016,40096
4677,585,2017,40385
4678,585,2014,39825
4679,585,2011,39420
4680,585,2015,39976
4681,586,2013,4248
4682,586,2010,4288
4683,586,2011,4228
4684,586,2014,4175
4685,586,2015,4250
4686,586,2017,4427
4687,586,2012,4216
4688,586,2016,4321
4689,587,2013,11373
4690,587,2010,11474
4691,587,2017,11628
4692,587,2015,11279
4693,587,2014,11276
4694,587,2012,11402
4695,587,2016,11363
4696,587,2011,11375
4697,588,2016,22920
4698,588,2013,22534
4699,588,2012,22669
4700,588,2014,22743
4701,588,2017,23215
4702,588,2011,22547
4703,588,2010,22638
4704,588,2015,22784
4705,589,2010,7868
4706,589,2015,7649
4707,589,2016,7661
4708,589,2013,7743
4709,589,2014,7680
4710,589,2017,7600
4711,589,2011,7777
4712,589,2012,7803
4713,590,2012,12710
4714,590,2016,12413
4715,590,2013,12681
4716,590,2014,12380
4717,590,2015,12433
4718,590,2010,12755
4719,590,2017,12542
4720,590,2011,12664
4721,591,2016,11086
4722,591,2012,10088
4723,591,2011,10164
4724,591,2010,10151
4725,591,2013,10350
4726,591,2014,10392
4727,591,2017,11381
4728,591,2015,10671
4729,592,2014,80836
4730,592,2011,78041
4731,592,2010,77556
4732,592,2013,79684
4733,592,2012,78424
4734,592,2017,85124
4735,592,2016,83536
4736,592,2015,82059
4737,593,2014,9794
4738,593,2010,9788
4739,593,2012,9538
4740,593,2013,9577
4741,593,2016,10417
4742,593,2017,10687
4743,593,2015,10043
4744,593,2011,9635
4745,594,2011,10135
4746,594,2010,10177
4747,594,2013,9922
4748,594,2015,9909
4749,594,2017,10121
4750,594,2012,10033
4751,594,2014,9966
4752,594,2016,10064
4753,595,2017,66234
4754,595,2014,67016
4755,595,2015,67014
4756,595,2012,67139
4757,595,2010,67166
4758,595,2013,66996
4759,595,2016,66673
4760,595,2011,67201
4761,596,2010,8206
4762,596,2011,7991
4763,596,2015,6759
4764,596,2017,6315
4765,596,2013,7234
4766,596,2014,7080
4767,596,2012,7716
4768,596,2016,6491
4769,597,2012,17532
4770,597,2015,16929
4771,597,2011,17719
4772,597,2016,16841
4773,597,2013,17322
4774,597,2014,17130
4775,597,2017,16948
4776,597,2010,17787
4777,598,2012,53754
4778,598,2017,53513
4779,598,2016,53562
4780,598,2014,53742
4781,598,2015,53584
4782,598,2013,53788
4783,598,2011,54130
4784,598,2010,54106
4785,599,2012,6888
4786,599,2010,6919
4787,599,2013,6861
4788,599,2011,6878
4789,599,2014,6834
4790,599,2017,6716
4791,599,2016,6744
4792,599,2015,6800
4793,600,2013,34106
4794,600,2017,33243
4795,600,2010,34957
4796,600,2014,33846
4797,600,2011,34616
4798,600,2015,33468
4799,600,2012,34337
4800,600,2016,33433
4801,601,2010,5096
4802,601,2012,4985
4803,601,2013,5007
4804,601,2011,5048
4805,601,2014,4926
4806,601,2015,4862
4807,601,2016,4859
4808,601,2017,4833
4809,602,2016,14611
4810,602,2012,15113
4811,602,2013,14964
4812,602,2014,14783
4813,602,2011,15220
4814,602,2017,14518
4815,602,2015,14645
4816,602,2010,15389
4817,603,2013,13290
4818,603,2014,13078
4819,603,2012,13424
4820,603,2016,12681
4821,603,2010,13635
4822,603,2011,13621
4823,603,2015,12845
4824,603,2017,12505
4825,604,2016,209267
4826,604,2011,202835
4827,604,2017,209399
4828,604,2015,208354
4829,604,2010,201541
4830,604,2014,207081
4831,604,2013,205629
4832,604,2012,204099
4833,605,2017,33102
4834,605,2014,33816
4835,605,2015,33470
4836,605,2013,34151
4837,605,2011,34703
4838,605,2012,34517
4839,605,2010,34771
4840,605,2016,33271
4841,606,2014,16045
4842,606,2015,15865
4843,606,2016,15848
4844,606,2010,16291
4845,606,2017,15767
4846,606,2012,16258
4847,606,2011,16200
4848,606,2013,16095
4849,607,2013,13551
4850,607,2017,13269
4851,607,2012,13710
4852,607,2010,13826
4853,607,2016,13311
4854,607,2014,13441
4855,607,2015,13395
4856,607,2011,13720
4857,608,2017,37614
4858,608,2011,38021
4859,608,2013,37727
4860,608,2012,37911
4861,608,2016,37565
4862,608,2010,37840
4863,608,2014,37640
4864,608,2015,37654
4865,609,2012,53299
4866,609,2014,52712
4867,609,2013,53029
4868,609,2016,52412
4869,609,2010,53865
4870,609,2015,52570
4871,609,2017,51979
4872,609,2011,53604
4873,610,2014,5253756
4874,610,2012,5237174
4875,610,2010,5199477
4876,610,2013,5250498
4877,610,2011,5217049
4878,610,2017,5211263
4879,610,2015,5245831
4880,610,2016,5231356
4881,611,2010,19801
4882,611,2016,19142
4883,611,2013,19429
4884,611,2017,18961
4885,611,2011,19770
4886,611,2015,19257
4887,611,2012,19582
4888,611,2014,19281
4889,612,2010,11056
4890,612,2016,10892
4891,612,2011,11078
4892,612,2015,10872
4893,612,2012,10945
4894,612,2014,10926
4895,612,2017,10908
4896,612,2013,10898
4897,613,2016,104447
4898,613,2011,104410
4899,613,2012,104312
4900,613,2010,105147
4901,613,2013,104129
4902,613,2015,104407
4903,613,2017,104733
4904,613,2014,104648
4905,614,2016,16159
4906,614,2017,15942
4907,614,2013,16376
4908,614,2014,16218
4909,614,2012,16493
4910,614,2015,16187
4911,614,2011,16549
4912,614,2010,16593
4913,615,2014,19917
4914,615,2012,19890
4915,615,2010,19987
4916,615,2013,19862
4917,615,2016,19769
4918,615,2015,19852
4919,615,2017,19748
4920,615,2011,19869
4921,616,2011,924421
4922,616,2012,928274
4923,616,2015,933115
4924,616,2010,918112
4925,616,2016,931153
4926,616,2017,930128
4927,616,2013,931775
4928,616,2014,932958
4929,617,2012,18152
4930,617,2010,18507
4931,617,2015,17554
4932,617,2013,17899
4933,617,2014,17764
4934,617,2017,17328
4935,617,2016,17472
4936,617,2011,18386
4937,618,2011,6667
4938,618,2017,6486
4939,618,2012,6720
4940,618,2013,6686
4941,618,2010,6734
4942,618,2016,6545
4943,618,2015,6508
4944,618,2014,6627
4945,619,2016,34182
4946,619,2011,34258
4947,619,2012,34263
4948,619,2010,34219
4949,619,2013,34205
4950,619,2014,34107
4951,619,2015,34196
4952,619,2017,34132
4953,620,2015,22049
4954,620,2017,21784
4955,620,2012,22148
4956,620,2013,22190
4957,620,2011,22371
4958,620,2010,22130
4959,620,2016,21816
4960,620,2014,22063
4961,621,2015,13522
4962,621,2016,13342
4963,621,2013,13671
4964,621,2010,14081
4965,621,2012,13877
4966,621,2017,13280
4967,621,2014,13536
4968,621,2011,13877
4969,622,2013,39538
4970,622,2015,39397
4971,622,2012,39851
4972,622,2011,40018
4973,622,2016,39092
4974,622,2010,40027
4975,622,2014,39442
4976,622,2017,39041
4977,623,2016,35517
4978,623,2013,36325
4979,623,2017,35110
4980,623,2015,35721
4981,623,2011,36906
4982,623,2010,37074
4983,623,2012,36586
4984,623,2014,35992
4985,624,2016,5163
4986,624,2015,5221
4987,624,2017,5080
4988,624,2011,5490
4989,624,2010,5574
4990,624,2012,5391
4991,624,2013,5387
4992,624,2014,5279
4993,625,2011,13854
4994,625,2012,13655
4995,625,2017,13174
4996,625,2013,13521
4997,625,2010,13890
4998,625,2015,13336
4999,625,2016,13119
5000,625,2014,13407
5001,626,2013,50184
5002,626,2011,50088
5003,626,2010,50149
5004,626,2015,50345
5005,626,2012,50156
5006,626,2014,50279
5007,626,2017,50586
5008,626,2016,50269
5009,627,2011,8423
5010,627,2016,8199
5011,627,2012,8387
5012,627,2015,8246
5013,627,2017,8194
5014,627,2013,8346
5015,627,2010,8446
5016,627,2014,8312
5017,628,2013,18542
5018,628,2014,18324
5019,628,2011,18996
5020,628,2012,18826
5021,628,2010,19091
5022,628,2015,18217
5023,628,2016,18219
5024,628,2017,18020
5025,629,2015,4156
5026,629,2010,4315
5027,629,2013,4267
5028,629,2014,4238
5029,629,2011,4290
5030,629,2017,4046
5031,629,2016,4099
5032,629,2012,4277
5033,630,2010,7343
5034,630,2011,7215
5035,630,2016,6874
5036,630,2013,6963
5037,630,2015,6994
5038,630,2014,7010
5039,630,2017,6795
5040,630,2012,7042
5041,631,2016,49524
5042,631,2011,50281
5043,631,2015,49645
5044,631,2013,49921
5045,631,2012,50251
5046,631,2017,49328
5047,631,2010,50453
5048,631,2014,49829
5049,632,2010,29699
5050,632,2013,28936
5051,632,2016,28214
5052,632,2015,28534
5053,632,2011,29495
5054,632,2017,27876
5055,632,2014,28723
5056,632,2012,29264
5057,633,2013,59643
5058,633,2014,59326
5059,633,2016,59032
5060,633,2010,60384
5061,633,2015,59289
5062,633,2017,58284
5063,633,2012,58993
5064,633,2011,60330
5065,634,2010,9722
5066,634,2015,9633
5067,634,2017,9578
5068,634,2016,9593
5069,634,2011,9749
5070,634,2013,9602
5071,634,2014,9629
5072,634,2012,9664
5073,635,2013,38629
5074,635,2011,38742
5075,635,2017,38179
5076,635,2010,38757
5077,635,2016,38308
5078,635,2014,38376
5079,635,2012,38650
5080,635,2015,38300
5081,636,2012,22670
5082,636,2010,22969
5083,636,2015,22193
5084,636,2016,21945
5085,636,2017,21941
5086,636,2013,22556
5087,636,2011,22842
5088,636,2014,22442
5089,637,2011,22628
5090,637,2012,22533
5091,637,2015,22064
5092,637,2013,22386
5093,637,2014,22326
5094,637,2017,21594
5095,637,2010,22644
5096,637,2016,21861
5097,638,2017,12900
5098,638,2013,12869
5099,638,2011,12855
5100,638,2015,12876
5101,638,2016,12961
5102,638,2012,12860
5103,638,2014,12889
5104,638,2010,12609
5105,639,2017,534667
5106,639,2013,523322
5107,639,2014,526475
5108,639,2015,529995
5109,639,2016,532553
5110,639,2012,521000
5111,639,2011,519119
5112,639,2010,516144
5113,640,2010,113418
5114,640,2015,110756
5115,640,2017,109605
5116,640,2011,113477
5117,640,2014,111384
5118,640,2016,110053
5119,640,2013,112207
5120,640,2012,112952
5121,641,2010,115378
5122,641,2011,116796
5123,641,2012,118247
5124,641,2014,121377
5125,641,2015,122892
5126,641,2013,119604
5127,641,2017,126218
5128,641,2016,124573
5129,642,2011,52676
5130,642,2013,52084
5131,642,2016,50945
5132,642,2015,51313
5133,642,2017,50638
5134,642,2010,52905
5135,642,2012,52271
5136,642,2014,51889
5137,643,2017,703520
5138,643,2015,704945
5139,643,2013,704424
5140,643,2016,704935
5141,643,2011,701519
5142,643,2012,702159
5143,643,2010,704275
5144,643,2014,704558
5145,644,2016,110507
5146,644,2012,112907
5147,644,2014,111682
5148,644,2010,113814
5149,644,2011,113505
5150,644,2017,110067
5151,644,2015,111077
5152,644,2013,112424
5153,645,2011,16898
5154,645,2016,16343
5155,645,2014,16556
5156,645,2015,16495
5157,645,2017,16168
5158,645,2013,16725
5159,645,2012,16723
5160,645,2010,16940
5161,646,2013,35106
5162,646,2012,35202
5163,646,2015,34544
5164,646,2011,35594
5165,646,2010,35976
5166,646,2016,34399
5167,646,2014,34897
5168,646,2017,34406
5169,647,2017,36518
5170,647,2011,38799
5171,647,2013,37389
5172,647,2014,37012
5173,647,2015,36668
5174,647,2016,36475
5175,647,2010,38858
5176,647,2012,38508
5177,648,2015,29412
5178,648,2011,30252
5179,648,2014,29644
5180,648,2016,29338
5181,648,2012,30333
5182,648,2017,29245
5183,648,2013,29793
5184,648,2010,30281
5185,649,2013,32215
5186,649,2015,31670
5187,649,2012,32538
5188,649,2017,30823
5189,649,2010,32630
5190,649,2011,32503
5191,649,2016,31387
5192,649,2014,31892
5193,650,2013,307607
5194,650,2012,308170
5195,650,2015,307960
5196,650,2010,309059
5197,650,2017,309122
5198,650,2016,307972
5199,650,2014,307555
5200,650,2011,308387
5201,651,2013,174734
5202,651,2012,172523
5203,651,2015,172718
5204,651,2010,169805
5205,651,2014,173726
5206,651,2017,172290
5207,651,2016,172688
5208,651,2011,170776
5209,652,2014,108529
5210,652,2016,106651
5211,652,2012,110105
5212,652,2017,105801
5213,652,2010,110777
5214,652,2011,110649
5215,652,2015,107419
5216,652,2013,109533
5217,653,2015,45846
5218,653,2017,45446
5219,653,2013,46670
5220,653,2016,45653
5221,653,2014,46185
5222,653,2011,47733
5223,653,2010,47799
5224,653,2012,47047
5225,654,2015,265994
5226,654,2014,266526
5227,654,2013,267218
5228,654,2012,268027
5229,654,2016,265598
5230,654,2011,268595
5231,654,2017,265428
5232,654,2010,269339
5233,655,2016,38066
5234,655,2017,37902
5235,655,2011,39138
5236,655,2014,38545
5237,655,2013,38671
5238,655,2012,39006
5239,655,2015,38341
5240,655,2010,39420
5241,656,2017,11730
5242,656,2016,11898
5243,656,2015,11918
5244,656,2014,11959
5245,656,2012,12255
5246,656,2013,12122
5247,656,2011,12479
5248,656,2010,12631
5249,657,2014,14100
5250,657,2012,14318
5251,657,2015,13859
5252,657,2017,13715
5253,657,2013,14141
5254,657,2010,14651
5255,657,2011,14467
5256,657,2016,13706
5257,658,2016,14469
5258,658,2015,14565
5259,658,2017,14344
5260,658,2014,14750
5261,658,2013,14842
5262,658,2010,15378
5263,658,2011,15277
5264,658,2012,15061
5265,659,2010,12696
5266,659,2012,12690
5267,659,2014,12507
5268,659,2015,12356
5269,659,2016,12399
5270,659,2013,12571
5271,659,2017,12245
5272,659,2011,12696
5273,660,2015,15747
5274,660,2017,15618
5275,660,2014,15902
5276,660,2012,16163
5277,660,2010,16410
5278,660,2013,16075
5279,660,2011,16315
5280,660,2016,15630
5281,661,2014,33534
5282,661,2011,33218
5283,661,2010,33003
5284,661,2017,34097
5285,661,2015,33724
5286,661,2012,33264
5287,661,2016,33878
5288,661,2013,33460
5289,662,2016,29079
5290,662,2013,29326
5291,662,2014,29442
5292,662,2012,29611
5293,662,2010,30094
5294,662,2017,28790
5295,662,2015,29230
5296,662,2011,29856
5297,663,2013,34994
5298,663,2010,35511
5299,663,2017,33798
5300,663,2016,34194
5301,663,2014,34682
5302,663,2012,35321
5303,663,2011,35485
5304,663,2015,34542
5305,664,2016,14599
5306,664,2011,14848
5307,664,2017,14688
5308,664,2012,14866
5309,664,2013,14790
5310,664,2015,14733
5311,664,2010,14854
5312,664,2014,14744
5313,665,2012,52790
5314,665,2011,53065
5315,665,2014,51967
5316,665,2013,52299
5317,665,2016,51168
5318,665,2015,51598
5319,665,2010,53422
5320,665,2017,51063
5321,666,2014,187442
5322,666,2016,185296
5323,666,2011,186667
5324,666,2013,188454
5325,666,2015,186520
5326,666,2012,187192
5327,666,2017,183011
5328,666,2010,186221
5329,667,2014,21539
5330,667,2012,21838
5331,667,2011,22260
5332,667,2013,21706
5333,667,2017,21285
5334,667,2016,21382
5335,667,2015,21422
5336,667,2010,22319
5337,668,2010,16711
5338,668,2015,16352
5339,668,2013,16431
5340,668,2014,16411
5341,668,2017,16445
5342,668,2011,16679
5343,668,2012,16502
5344,668,2016,16526
5345,669,2016,15882
5346,669,2014,15956
5347,669,2015,15918
5348,669,2012,16233
5349,669,2010,16394
5350,669,2017,15821
5351,669,2013,16071
5352,669,2011,16346
5353,670,2010,4470
5354,670,2014,4373
5355,670,2015,4353
5356,670,2013,4452
5357,670,2012,4454
5358,670,2016,4295
5359,670,2017,4325
5360,670,2011,4494
5361,671,2014,5795
5362,671,2012,5961
5363,671,2016,5603
5364,671,2010,6126
5365,671,2017,5509
5366,671,2015,5656
5367,671,2013,5891
5368,671,2011,5985
5369,672,2013,5852
5370,672,2010,6012
5371,672,2011,5975
5372,672,2014,5830
5373,672,2016,5717
5374,672,2017,5727
5375,672,2015,5727
5376,672,2012,5909
5377,673,2016,32597
5378,673,2011,33413
5379,673,2010,33459
5380,673,2013,33172
5381,673,2017,32423
5382,673,2012,33068
5383,673,2015,32822
5384,673,2014,33132
5385,674,2014,16026
5386,674,2010,16194
5387,674,2012,16134
5388,674,2015,15967
5389,674,2013,16013
5390,674,2011,16188
5391,674,2017,15901
5392,674,2016,15858
5393,675,2015,146249
5394,675,2011,147392
5395,675,2014,146965
5396,675,2013,147530
5397,675,2012,147589
5398,675,2010,147617
5399,675,2016,145472
5400,675,2017,144808
5401,676,2012,268614
5402,676,2015,264217
5403,676,2014,265591
5404,676,2011,269976
5405,676,2016,263120
5406,676,2013,266756
5407,676,2010,270342
5408,676,2017,262479
5409,677,2015,24498
5410,677,2017,24102
5411,677,2014,24496
5412,677,2013,24799
5413,677,2016,24253
5414,677,2012,24910
5415,677,2010,24901
5416,677,2011,24902
5417,678,2013,199014
5418,678,2010,197764
5419,678,2017,196452
5420,678,2016,197591
5421,678,2015,198634
5422,678,2014,198980
5423,678,2011,198970
5424,678,2012,199320
5425,679,2014,7266
5426,679,2017,7035
5427,679,2015,7160
5428,679,2012,7455
5429,679,2016,7053
5430,679,2011,7462
5431,679,2010,7535
5432,679,2013,7389
5433,680,2012,5286
5434,680,2013,5211
5435,680,2010,5327
5436,680,2015,5109
5437,680,2017,5002
5438,680,2014,5169
5439,680,2011,5228
5440,680,2016,5055
5441,681,2012,22210
5442,681,2015,21829
5443,681,2017,21719
5444,681,2011,22282
5445,681,2013,22143
5446,681,2014,22111
5447,681,2010,22362
5448,681,2016,21727
5449,682,2011,5844
5450,682,2013,5708
5451,682,2017,5434
5452,682,2014,5603
5453,682,2010,5972
5454,682,2016,5506
5455,682,2012,5742
5456,682,2015,5506
5457,683,2011,47316
5458,683,2013,46667
5459,683,2010,47606
5460,683,2016,45540
5461,683,2015,45670
5462,683,2014,46264
5463,683,2017,45054
5464,683,2012,46884
5465,684,2016,133967
5466,684,2014,135341
5467,684,2010,135488
5468,684,2017,133526
5469,684,2013,136250
5470,684,2011,135831
5471,684,2015,134393
5472,684,2012,136112
5473,685,2012,17609
5474,685,2016,17115
5475,685,2014,17398
5476,685,2015,17283
5477,685,2011,17691
5478,685,2013,17539
5479,685,2010,17733
5480,685,2017,17000
5481,686,2017,77909
5482,686,2013,80578
5483,686,2015,79187
5484,686,2010,81639
5485,686,2016,78560
5486,686,2012,80823
5487,686,2014,79800
5488,686,2011,81399
5489,687,2011,11789
5490,687,2016,11511
5491,687,2017,11489
5492,687,2014,11581
5493,687,2012,11677
5494,687,2010,11916
5495,687,2013,11660
5496,687,2015,11599
5497,688,2011,17833
5498,688,2014,17656
5499,688,2017,17167
5500,688,2016,17307
5501,688,2015,17370
5502,688,2013,17643
5503,688,2010,17719
5504,688,2012,17739
5505,689,2011,14574
5506,689,2015,14258
5507,689,2016,14210
5508,689,2014,14389
5509,689,2017,14030
5510,689,2013,14414
5511,689,2012,14598
5512,689,2010,14712
5513,690,2011,16656
5514,690,2013,16660
5515,690,2014,16593
5516,690,2017,16495
5517,690,2010,16738
5518,690,2016,16573
5519,690,2015,16526
5520,690,2012,16651
5521,691,2011,14587
5522,691,2010,14600
5523,691,2013,14433
5524,691,2012,14522
5525,691,2015,14202
5526,691,2016,14088
5527,691,2014,14267
5528,691,2017,13938
5529,692,2014,57036
5530,692,2011,58272
5531,692,2012,57764
5532,692,2017,56118
5533,692,2010,58481
5534,692,2015,56945
5535,692,2013,57475
5536,692,2016,56541
5537,693,2013,683833
5538,693,2017,692661
5539,693,2010,678798
5540,693,2012,682429
5541,693,2011,680625
5542,693,2014,685492
5543,693,2015,686920
5544,693,2016,689731
5545,694,2011,66711
5546,694,2010,66429
5547,694,2012,66759
5548,694,2014,67386
5549,694,2013,67424
5550,694,2017,67328
5551,694,2015,67607
5552,694,2016,67640
5553,695,2013,290883
5554,695,2012,292049
5555,695,2015,287141
5556,695,2010,295088
5557,695,2017,284778
5558,695,2016,286088
5559,695,2014,288670
5560,695,2011,293571
5561,696,2017,38726
5562,696,2015,38963
5563,696,2016,38933
5564,696,2012,38836
5565,696,2011,38844
5566,696,2013,39023
5567,696,2014,39067
5568,696,2010,38670
5569,697,2012,34403
5570,697,2016,35232
5571,697,2014,34763
5572,697,2013,34649
5573,697,2010,34451
5574,697,2011,34372
5575,697,2015,34954
5576,697,2017,35491
5577,698,2011,358787
5578,698,2013,363170
5579,698,2014,365084
5580,698,2016,369972
5581,698,2015,367630
5582,698,2017,372877
5583,698,2012,360641
5584,698,2010,355891
5585,699,2014,80350
5586,699,2012,78914
5587,699,2013,79572
5588,699,2011,77579
5589,699,2010,76809
5590,699,2015,81286
5591,699,2016,81873
5592,699,2017,82040
5593,700,2013,8747
5594,700,2012,8822
5595,700,2017,8613
